gameId,playId,progress,lst_event,near_defender,near_defender_MPD,near_dist,leverage,caught_width,caught_x
2022100908,3537,2.3400001525878977,1,43306.0,0.31846102075106575,3.8817135391473623,0,2.0700000000000003,57.560001373291
2022091111,1148,2.7799987792969034,1,47843.0,0.8315940540102311,2.8321370023358705,1,0.22999999999999687,51.6500015258789
2022103001,2165,9.760002136230497,1,46205.0,3.444545222352819,7.086353081804489,0,18.29,23.4799995422363
2022092511,2903,6.030006408691392,1,52527.0,2.751466732107222,3.9190049757559624,0,9.829999999999998,31.4499969482422
2022091102,3336,0.7774991989135636,1,46077.0,0.7353906483062278,0.8609297300012377,0,24.289999999999996,48.6100006103516
2022100212,1183,0.1,1,47810.0,0.03534967434213591,2.08806130178211,0,11.850000000000001,100.4599990844727
2022102303,1895,1.2399978637696023,1,52411.0,1.014383083351087,1.1703418304068252,1,10.170000000000002,36.870002746582
2022110603,3498,8.059997558593793,1,53649.0,0.6721627234817753,2.6482447016844954,0,15.909999999999997,46.2900009155273
2022100211,1790,5.529998779296896,1,52991.0,1.6642094309801838,4.215139380850885,0,14.61,45.2900009155273
2022102305,1996,0.25,1,47971.0,0.21708835451421182,4.451213317737083,1,24.05,49.139999389648395
2022091109,1705,6.019996643066392,1,54492.0,0.18204697522893154,7.626912874813761,0,15.689999999999998,39.069999694824205
2022101605,633,2.8100013732910014,1,37724.0,0.46558323698001963,2.5837956575549836,0,16.189999999999998,38.0200004577637
2022100900,393,3.3199996948242045,1,52663.0,0.5522554108601495,2.5943399931389135,1,9.550000000000004,32.2200012207031
2022101607,3476,5.949998855590902,1,44877.0,4.30430119402239,5.262166854063069,0,14.459999999999999,31.6700000762939
2022100913,1578,2.520004272460895,1,43641.0,0.46725742657862507,2.5489213404889624,1,12.5,51.2799987792969
2022100202,1369,2.4599990844725994,1,46190.0,3.2602622656994185,5.563667854931677,0,19.67,78.61000061035159
2022091802,518,7.680000305176094,1,52411.0,5.847253133575662,5.961417616641204,1,13.670000000000002,19.669998168945
2022101609,3660,0.4,1,54618.0,0.5812833034862213,0.6152235366108791,0,15.219999999999999,22.5
2022102308,588,8.7099990844726,1,43356.0,2.4133889479281634,2.598326384425175,0,15.14,24.3300018310547
2022102303,2826,16.5,1,47996.0,14.01998678379191,10.41172416077184,0,14.550000000000004,36.7900009155273
2022102400,3556,0.5825004577636612,1,42443.0,6.683975699043133,5.993629951873903,0,16.97,51.650001525878906
2022091104,865,1.5800018310546875,1,47929.0,1.0420042111543224,2.8257742301889595,0,4.399999999999999,81.1500015258789
2022091108,2938,0.6724996566772647,1,52469.0,0.44408668700107207,0.4441846462902574,1,25.639999999999997,54.5699996948242
2022103001,983,12.720001220703097,1,45004.0,1.1029970058274874,6.810323046669665,0,8.39,81.3300018310547
2022102303,1075,1.6200027465820028,1,41235.0,0.5055851878019132,0.6428841264178152,0,20.060000000000002,83.8499984741211
2022092500,2991,0.6312508583069008,1,46527.0,3.120405001157801,3.7455306700119246,0,26.21,65.7299995422363
2022091108,1222,0.4,1,53500.0,0.552234899197199,2.3692192806914245,1,18.759999999999998,105.069999694824
2022101300,1042,10.1300048828125,1,54513.0,1.2803533283285695,1.258967831201423,0,15.46,22.779998779296903
2022102300,2314,5.8199996948242045,1,37778.0,2.296104235804574,2.297128642457798,1,24.319999999999997,78.0999984741211
2022102700,366,2.7499961853028054,1,41403.0,0.19269846213213726,0.870919054792118,0,5.640000000000001,55.69000244140619
2022102305,240,0.1,1,52469.0,0.05762352113350189,0.9773944955850794,1,20.959999999999997,46.5
2022103000,1419,0.25,1,44926.0,0.3222814944231585,1.9646119209655677,1,1.0200000000000031,55.4499969482422
2022091106,2450,1.3700027465820028,1,46212.0,0.411046938447478,1.1506954418958912,0,23.2,78.1199989318848
2022110610,2629,7.75,1,47971.0,4.6595140485006805,13.216084896821748,0,13.700000000000003,73.2900009155273
2022091103,1171,0.5412502288818519,1,43641.0,0.17313299992589698,0.35355339059328184,0,10.350000000000001,107.4099998474121
2022100911,1566,19.2299995422363,0,48516.0,0.6157928002967828,2.4382370680473264,0,22.84,90.5900001525879
2022100600,3914,4.910003662109403,1,38540.0,1.277141741871544,7.000028571370263,1,8.29,91.2399978637695
2022092502,783,10.839999198913603,1,47872.0,1.4427388903814655,2.1136697944570217,0,19.72,95.2900009155273
2022091811,2213,16.4099998474122,1,53509.0,1.2691853561199165,1.748742405272999,0,14.119999999999997,38.0499992370605
