gameId,playId,progress,lst_event,near_defender,near_defender_MPD,near_dist,leverage,caught_width,caught_x,play_direct,SoF,has_blocker,ytg_probs,offenseTeam,defenseTeam,ytg_caughts
2022100908,3537,2.3400001525878977,1,43306.0,0.3184610207510657,3.8817135391473614,0,2.0700000000000003,57.560001373291,left,26.63980907002903,0,0.39665275121064125,ATL,TB,3.4400024414062003
2022091111,1148,2.7799987792969034,1,47843.0,0.8315940540102311,2.8321370023358705,1,0.2299999999999968,51.6500015258789,right,14.015268836394476,0,1.0,LV,LAC,-6.650001525878899
2022103001,2165,9.760002136230495,1,46205.0,3.444545222352819,7.086353081804489,0,18.29,23.4799995422363,right,186.2810015210445,1,0.28598445534603584,ATL,CAR,21.470001220703104
2022092511,2903,6.030006408691392,1,52527.0,2.751466732107222,3.9190049757559615,0,9.829999999999998,31.4499969482422,left,18.348826005284018,1,0.1454688401782792,SEA,ATL,13.549999237060504
2022091102,3336,0.7774991989135636,1,46077.0,0.7353906483062278,0.8609297300012377,0,24.29,48.6100006103516,right,8.584447299424443,0,1.0,SF,CHI,-3.610000610351598
2022100212,1183,0.1,1,47810.0,0.0353496743421359,2.08806130178211,0,11.85,100.4599990844727,left,19.088293252802597,1,0.07879065857920324,DEN,LV,7.54999542236331
2022102303,1895,1.2399978637696023,1,52411.0,1.014383083351087,1.1703418304068252,1,10.170000000000002,36.870002746582,left,26.69970581671344,0,0.7297319645960444,DAL,DET,1.1299972534179972
2022110603,3498,8.059997558593793,1,53649.0,0.6721627234817753,2.6482447016844954,0,15.909999999999997,46.2900009155273,left,13.342805571851011,0,0.018623561999553836,DET,GB,9.719997406005902
2022100211,1790,5.529998779296896,1,52991.0,1.6642094309801838,4.215139380850885,0,14.61,45.2900009155273,right,27.43760282741297,1,0.32176934177977023,GB,NE,9.719997406005902
2022102305,1996,0.2,1,47971.0,0.2170883545142118,4.451213317737083,1,24.05,49.1399993896484,left,25.023869080894023,0,0.035518092357603684,IND,TEN,8.860000610351605
2022091109,1705,6.019996643066392,1,54492.0,0.1820469752289315,7.626912874813761,0,15.689999999999998,39.069999694824205,left,51.39959205667659,0,0.1127304610460162,WAS,JAX,7.93000030517581
2022101605,633,2.8100013732910014,1,37724.0,0.4655832369800196,2.583795657554984,0,16.189999999999998,38.0200004577637,right,17.706333577666122,0,0.07005121497586206,CIN,NO,6.9799995422363
2022100900,393,3.3199996948242045,1,52663.0,0.5522554108601495,2.594339993138913,1,9.550000000000004,32.2200012207031,left,28.34460290382212,0,0.00691475680205737,GB,NYG,15.779998779296903
2022101607,3476,5.949998855590902,1,44877.0,4.30430119402239,5.262166854063069,0,14.46,31.6700000762939,right,50.51197503146192,1,0.24969239502852272,TB,PIT,15.289997100830108
2022100913,1578,2.520004272460895,1,43641.0,0.467257426578625,2.5489213404889624,1,12.5,51.2799987792969,left,14.826459358257056,0,0.11100199216586934,BAL,CIN,5.720001220703111
2022100202,1369,2.4599990844725994,1,46190.0,3.2602622656994185,5.563667854931677,0,19.67,78.61000061035159,left,52.8833541716491,1,0.8581798364495467,BAL,BUF,2.389999389648395
